danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.785,0.471,1,-12.497,1,0.0468,0.0133,0.688,0.119,0.497,112.991,audio_features,4J1H4EuucGhhYfcPpYCBRr,spotify:track:4J1H4EuucGhhYfcPpYCBRr,https://api.spotify.com/v1/tracks/4J1H4EuucGhhYfcPpYCBRr,https://api.spotify.com/v1/audio-analysis/4J1H4EuucGhhYfcPpYCBRr,492617,4
0.765,0.453,8,-9.63,1,0.059,0.00824,0.0651,0.0641,0.622,112.015,audio_features,1eOOCRtXcPwK8qG8VjtczJ,spotify:track:1eOOCRtXcPwK8qG8VjtczJ,https://api.spotify.com/v1/tracks/1eOOCRtXcPwK8qG8VjtczJ,https://api.spotify.com/v1/audio-analysis/1eOOCRtXcPwK8qG8VjtczJ,306909,4
0.833,0.688,6,-4.581,0,0.197,0.00211,0.0,0.719,0.375,145.03,audio_features,28xOPIPw0joNPwYd0asIT5,spotify:track:28xOPIPw0joNPwYd0asIT5,https://api.spotify.com/v1/tracks/28xOPIPw0joNPwYd0asIT5,https://api.spotify.com/v1/audio-analysis/28xOPIPw0joNPwYd0asIT5,210173,4
0.645,0.663,5,-8.305,1,0.0447,0.0657,3.18e-05,0.0751,0.287,115.83,audio_features,51ZQ1vr10ffzbwIjDCwqm4,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/tracks/51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/audio-analysis/51ZQ1vr10ffzbwIjDCwqm4,228639,4
0.89,0.629,5,-8.598,0,0.0537,0.0316,0.00417,0.0775,0.237,112.007,audio_features,48lcmlbwm4VHcOfXqWlVbx,spotify:track:48lcmlbwm4VHcOfXqWlVbx,https://api.spotify.com/v1/tracks/48lcmlbwm4VHcOfXqWlVbx,https://api.spotify.com/v1/audio-analysis/48lcmlbwm4VHcOfXqWlVbx,368666,4
0.557,0.704,6,-5.641,0,0.39,0.0595,0.0,0.676,0.378,179.494,audio_features,3Vg7nPYlOrCkcV1abKbRQ1,spotify:track:3Vg7nPYlOrCkcV1abKbRQ1,https://api.spotify.com/v1/tracks/3Vg7nPYlOrCkcV1abKbRQ1,https://api.spotify.com/v1/audio-analysis/3Vg7nPYlOrCkcV1abKbRQ1,226947,3
0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,audio_features,17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,210689,3
0.754,0.673,9,-6.341,1,0.131,0.0842,8.59e-05,0.0841,0.112,147.02,audio_features,72qABvaqn3TP6drO2tByA6,spotify:track:72qABvaqn3TP6drO2tByA6,https://api.spotify.com/v1/tracks/72qABvaqn3TP6drO2tByA6,https://api.spotify.com/v1/audio-analysis/72qABvaqn3TP6drO2tByA6,182840,4
0.46,0.627,1,-7.002,1,0.121,0.0231,0.0016,0.224,0.396,157.318,audio_features,5lpeQDudD4Dns3m3UjFx0y,spotify:track:5lpeQDudD4Dns3m3UjFx0y,https://api.spotify.com/v1/tracks/5lpeQDudD4Dns3m3UjFx0y,https://api.spotify.com/v1/audio-analysis/5lpeQDudD4Dns3m3UjFx0y,201111,5
0.878,0.722,9,-6.917,1,0.0473,0.366,0.00311,0.141,0.57,117.967,audio_features,1IMRi5UVOV77PsAgdWDvzh,spotify:track:1IMRi5UVOV77PsAgdWDvzh,https://api.spotify.com/v1/tracks/1IMRi5UVOV77PsAgdWDvzh,https://api.spotify.com/v1/audio-analysis/1IMRi5UVOV77PsAgdWDvzh,136133,4
0.851,0.647,9,-6.336,1,0.171,0.00147,0.00251,0.498,0.318,126.016,audio_features,4XF9fk0STp9hx8xn5Suwpz,spotify:track:4XF9fk0STp9hx8xn5Suwpz,https://api.spotify.com/v1/tracks/4XF9fk0STp9hx8xn5Suwpz,https://api.spotify.com/v1/audio-analysis/4XF9fk0STp9hx8xn5Suwpz,233027,4
0.91,0.902,0,-6.693,0,0.0465,0.0471,0.000517,0.0881,0.903,111.998,audio_features,38yfPQYoGWFJtn3NLBqTB0,spotify:track:38yfPQYoGWFJtn3NLBqTB0,https://api.spotify.com/v1/tracks/38yfPQYoGWFJtn3NLBqTB0,https://api.spotify.com/v1/audio-analysis/38yfPQYoGWFJtn3NLBqTB0,411429,4
0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,audio_features,3qhlB30KknSejmIvZZLjOD,spotify:track:3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD,159246,4
0.857,0.564,4,-11.427,0,0.0566,0.0103,0.178,0.0187,0.505,112.014,audio_features,54seQV7MCcppBrznALCdlT,spotify:track:54seQV7MCcppBrznALCdlT,https://api.spotify.com/v1/tracks/54seQV7MCcppBrznALCdlT,https://api.spotify.com/v1/audio-analysis/54seQV7MCcppBrznALCdlT,390000,4
0.806,0.767,6,-9.686,0,0.112,0.179,0.00126,0.182,0.795,113.001,audio_features,6Kijtp0DB6VwcoJIw7PJ9W,spotify:track:6Kijtp0DB6VwcoJIw7PJ9W,https://api.spotify.com/v1/tracks/6Kijtp0DB6VwcoJIw7PJ9W,https://api.spotify.com/v1/audio-analysis/6Kijtp0DB6VwcoJIw7PJ9W,351201,4
0.814,0.676,11,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,audio_features,2tudvzsrR56uom6smgOcSf,spotify:track:2tudvzsrR56uom6smgOcSf,https://api.spotify.com/v1/tracks/2tudvzsrR56uom6smgOcSf,https://api.spotify.com/v1/audio-analysis/2tudvzsrR56uom6smgOcSf,267707,4
0.779,0.508,6,-7.169,0,0.271,0.478,0.000439,0.243,0.346,124.091,audio_features,1pnDvUuAEd6z8bKEsbAjk1,spotify:track:1pnDvUuAEd6z8bKEsbAjk1,https://api.spotify.com/v1/tracks/1pnDvUuAEd6z8bKEsbAjk1,https://api.spotify.com/v1/audio-analysis/1pnDvUuAEd6z8bKEsbAjk1,226213,4
0.64,0.552,2,-5.679,1,0.129,0.0215,0.0,0.119,0.112,144.941,audio_features,28drn6tQo95MRvO0jQEo5C,spotify:track:28drn6tQo95MRvO0jQEo5C,https://api.spotify.com/v1/tracks/28drn6tQo95MRvO0jQEo5C,https://api.spotify.com/v1/audio-analysis/28drn6tQo95MRvO0jQEo5C,228267,4
0.895,0.438,2,-13.307,0,0.083,0.023,0.000359,0.0425,0.508,113.047,audio_features,0p8AKRTIxPeHDZu7ydYTxM,spotify:track:0p8AKRTIxPeHDZu7ydYTxM,https://api.spotify.com/v1/tracks/0p8AKRTIxPeHDZu7ydYTxM,https://api.spotify.com/v1/audio-analysis/0p8AKRTIxPeHDZu7ydYTxM,373822,4
0.716,0.664,6,-7.297,0,0.0571,0.11,0.0,0.11,0.209,112.054,audio_features,3OxL6MuctgZp1e0zxoAZhH,spotify:track:3OxL6MuctgZp1e0zxoAZhH,https://api.spotify.com/v1/tracks/3OxL6MuctgZp1e0zxoAZhH,https://api.spotify.com/v1/audio-analysis/3OxL6MuctgZp1e0zxoAZhH,205347,4
0.876,0.412,5,-7.74,0,0.0748,0.431,0.0,0.101,0.15,130.052,audio_features,0hKtu53OlIFXVuYkZwcn3o,spotify:track:0hKtu53OlIFXVuYkZwcn3o,https://api.spotify.com/v1/tracks/0hKtu53OlIFXVuYkZwcn3o,https://api.spotify.com/v1/audio-analysis/0hKtu53OlIFXVuYkZwcn3o,169840,4
0.603,0.501,6,-14.253,0,0.0617,0.0224,0.155,0.0154,0.355,113.006,audio_features,4tsVMjM60RNTe9EV5oQ4sQ,spotify:track:4tsVMjM60RNTe9EV5oQ4sQ,https://api.spotify.com/v1/tracks/4tsVMjM60RNTe9EV5oQ4sQ,https://api.spotify.com/v1/audio-analysis/4tsVMjM60RNTe9EV5oQ4sQ,427218,4
0.794,0.436,6,-18.272,0,0.0633,0.00775,0.699,0.654,0.353,112.997,audio_features,2pqIaYg12ziqIpVtdVESGt,spotify:track:2pqIaYg12ziqIpVtdVESGt,https://api.spotify.com/v1/tracks/2pqIaYg12ziqIpVtdVESGt,https://api.spotify.com/v1/audio-analysis/2pqIaYg12ziqIpVtdVESGt,509790,4
0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,audio_features,6tNQ70jh4OwmPGpYy6R2o9,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9,180304,3
0.555,0.528,11,-6.368,0,0.356,0.0373,0.0,0.16,0.456,149.723,audio_features,70ToiXlzl8N1EgfC07ZcZE,spotify:track:70ToiXlzl8N1EgfC07ZcZE,https://api.spotify.com/v1/tracks/70ToiXlzl8N1EgfC07ZcZE,https://api.spotify.com/v1/audio-analysis/70ToiXlzl8N1EgfC07ZcZE,199253,4
0.61,0.599,1,-5.752,1,0.337,0.182,0.000124,0.0852,0.809,154.463,audio_features,7axl6v0Yv4ksLVMt6XItpc,spotify:track:7axl6v0Yv4ksLVMt6XItpc,https://api.spotify.com/v1/tracks/7axl6v0Yv4ksLVMt6XItpc,https://api.spotify.com/v1/audio-analysis/7axl6v0Yv4ksLVMt6XItpc,190393,5
0.867,0.45,9,-8.306,1,0.0467,0.0102,0.00124,0.0228,0.589,113.015,audio_features,0UBK6HcgmmWUQzFQTncmDz,spotify:track:0UBK6HcgmmWUQzFQTncmDz,https://api.spotify.com/v1/tracks/0UBK6HcgmmWUQzFQTncmDz,https://api.spotify.com/v1/audio-analysis/0UBK6HcgmmWUQzFQTncmDz,328821,4
0.815,0.435,2,-15.613,0,0.0605,0.044,0.755,0.113,0.331,113.992,audio_features,2fofdfhRxFVP1bRdjA1FEc,spotify:track:2fofdfhRxFVP1bRdjA1FEc,https://api.spotify.com/v1/tracks/2fofdfhRxFVP1bRdjA1FEc,https://api.spotify.com/v1/audio-analysis/2fofdfhRxFVP1bRdjA1FEc,473773,4
0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,audio_features,5aIVCx5tnk0ntmdiinnYvw,spotify:track:5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/tracks/5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/audio-analysis/5aIVCx5tnk0ntmdiinnYvw,200256,4
0.785,0.47,7,-6.42,0,0.0329,0.137,1.12e-06,0.131,0.0569,120.006,audio_features,0WIv5qV41y6YjjB9V1biuC,spotify:track:0WIv5qV41y6YjjB9V1biuC,https://api.spotify.com/v1/tracks/0WIv5qV41y6YjjB9V1biuC,https://api.spotify.com/v1/audio-analysis/0WIv5qV41y6YjjB9V1biuC,188000,4
0.748,0.56,4,-13.918,0,0.0563,0.575,0.00117,0.141,0.492,112.0,audio_features,3pImmSzeKex5ffzsDoaL3z,spotify:track:3pImmSzeKex5ffzsDoaL3z,https://api.spotify.com/v1/tracks/3pImmSzeKex5ffzsDoaL3z,https://api.spotify.com/v1/audio-analysis/3pImmSzeKex5ffzsDoaL3z,414967,4
0.778,0.541,1,-7.127,1,0.0531,0.0636,1.91e-05,0.107,0.636,116.064,audio_features,40ds3xedbMkWhszkGnZwxi,spotify:track:40ds3xedbMkWhszkGnZwxi,https://api.spotify.com/v1/tracks/40ds3xedbMkWhszkGnZwxi,https://api.spotify.com/v1/audio-analysis/40ds3xedbMkWhszkGnZwxi,148518,4
0.645,0.792,0,-7.466,1,0.0541,0.575,0.0,0.0899,0.679,158.53,audio_features,5TY9ovYtBeJTY9s7K3ijEd,spotify:track:5TY9ovYtBeJTY9s7K3ijEd,https://api.spotify.com/v1/tracks/5TY9ovYtBeJTY9s7K3ijEd,https://api.spotify.com/v1/audio-analysis/5TY9ovYtBeJTY9s7K3ijEd,279824,4
0.752,0.8,1,-8.945,1,0.038,0.0209,0.000982,0.224,0.252,113.013,audio_features,2ee1Pa7Gs7lIGRXrl217IG,spotify:track:2ee1Pa7Gs7lIGRXrl217IG,https://api.spotify.com/v1/tracks/2ee1Pa7Gs7lIGRXrl217IG,https://api.spotify.com/v1/audio-analysis/2ee1Pa7Gs7lIGRXrl217IG,382334,4
0.681,0.607,1,-5.815,1,0.259,0.0501,1.54e-05,0.449,0.225,73.562,audio_features,57ELn9TPDIhrpl0dasS465,spotify:track:57ELn9TPDIhrpl0dasS465,https://api.spotify.com/v1/tracks/57ELn9TPDIhrpl0dasS465,https://api.spotify.com/v1/audio-analysis/57ELn9TPDIhrpl0dasS465,222053,4
0.749,0.403,1,-8.395,0,0.135,0.103,0.000186,0.324,0.0619,118.153,audio_features,2GLWhy9iiO1wrLUF5l4FtJ,spotify:track:2GLWhy9iiO1wrLUF5l4FtJ,https://api.spotify.com/v1/tracks/2GLWhy9iiO1wrLUF5l4FtJ,https://api.spotify.com/v1/audio-analysis/2GLWhy9iiO1wrLUF5l4FtJ,194907,4
0.71,0.714,10,-3.287,0,0.131,0.0346,9.69e-06,0.238,0.647,99.833,audio_features,6XpEm7VJ7TZxZTawH8BCSW,spotify:track:6XpEm7VJ7TZxZTawH8BCSW,https://api.spotify.com/v1/tracks/6XpEm7VJ7TZxZTawH8BCSW,https://api.spotify.com/v1/audio-analysis/6XpEm7VJ7TZxZTawH8BCSW,147071,4
0.594,0.811,1,-5.746,1,0.159,0.189,0.0,0.339,0.311,148.144,audio_features,3w0w2T288dec0mgeZZqoNN,spotify:track:3w0w2T288dec0mgeZZqoNN,https://api.spotify.com/v1/tracks/3w0w2T288dec0mgeZZqoNN,https://api.spotify.com/v1/audio-analysis/3w0w2T288dec0mgeZZqoNN,264324,4
0.806,0.682,10,-9.961,0,0.0537,0.0159,0.00185,0.0548,0.582,112.992,audio_features,2Oe52Ggx8lxxI55azZbr5h,spotify:track:2Oe52Ggx8lxxI55azZbr5h,https://api.spotify.com/v1/tracks/2Oe52Ggx8lxxI55azZbr5h,https://api.spotify.com/v1/audio-analysis/2Oe52Ggx8lxxI55azZbr5h,463037,4
0.619,0.903,1,-4.659,1,0.0693,0.0296,0.00199,0.19,0.964,154.639,audio_features,7JbLSEDlRdoJaXk5ddZae2,spotify:track:7JbLSEDlRdoJaXk5ddZae2,https://api.spotify.com/v1/tracks/7JbLSEDlRdoJaXk5ddZae2,https://api.spotify.com/v1/audio-analysis/7JbLSEDlRdoJaXk5ddZae2,257959,4
0.697,0.643,5,-10.253,0,0.0384,0.0709,0.584,0.101,0.748,118.004,audio_features,5yyYL1FpimADTIftYQU0cg,spotify:track:5yyYL1FpimADTIftYQU0cg,https://api.spotify.com/v1/tracks/5yyYL1FpimADTIftYQU0cg,https://api.spotify.com/v1/audio-analysis/5yyYL1FpimADTIftYQU0cg,410847,4
0.688,0.607,11,-11.635,0,0.0832,0.393,2.11e-05,0.309,0.702,112.036,audio_features,0JNrQLe1ReAw51oSQw1Xd5,spotify:track:0JNrQLe1ReAw51oSQw1Xd5,https://api.spotify.com/v1/tracks/0JNrQLe1ReAw51oSQw1Xd5,https://api.spotify.com/v1/audio-analysis/0JNrQLe1ReAw51oSQw1Xd5,41250,3
0.776,0.632,1,-4.863,0,0.0991,0.517,8.84e-06,0.0668,0.969,118.109,audio_features,2sghtIUWplVFKBRIHsVmFu,spotify:track:2sghtIUWplVFKBRIHsVmFu,https://api.spotify.com/v1/tracks/2sghtIUWplVFKBRIHsVmFu,https://api.spotify.com/v1/audio-analysis/2sghtIUWplVFKBRIHsVmFu,159174,4
0.596,0.507,1,-5.719,0,0.227,0.0404,2.67e-06,0.164,0.0988,139.194,audio_features,7pBcryEKcUEaWHwAu1wUyP,spotify:track:7pBcryEKcUEaWHwAu1wUyP,https://api.spotify.com/v1/tracks/7pBcryEKcUEaWHwAu1wUyP,https://api.spotify.com/v1/audio-analysis/7pBcryEKcUEaWHwAu1wUyP,220733,4
0.876,0.767,5,-5.276,1,0.0946,0.00907,0.00297,0.105,0.433,121.022,audio_features,3qeMtqV38UWPZfps7mPTUE,spotify:track:3qeMtqV38UWPZfps7mPTUE,https://api.spotify.com/v1/tracks/3qeMtqV38UWPZfps7mPTUE,https://api.spotify.com/v1/audio-analysis/3qeMtqV38UWPZfps7mPTUE,147047,4
0.689,0.649,7,-7.011,0,0.0336,0.638,0.206,0.0915,0.97,146.066,audio_features,1tvDDR0ZAowEqKLN15g7tH,spotify:track:1tvDDR0ZAowEqKLN15g7tH,https://api.spotify.com/v1/tracks/1tvDDR0ZAowEqKLN15g7tH,https://api.spotify.com/v1/audio-analysis/1tvDDR0ZAowEqKLN15g7tH,261460,4
0.777,0.463,10,-7.573,0,0.242,0.231,4.29e-06,0.366,0.18,105.998,audio_features,4q7y1JFDBJSBSLqXVgcI51,spotify:track:4q7y1JFDBJSBSLqXVgcI51,https://api.spotify.com/v1/tracks/4q7y1JFDBJSBSLqXVgcI51,https://api.spotify.com/v1/audio-analysis/4q7y1JFDBJSBSLqXVgcI51,205480,4
0.822,0.571,1,-11.215,0,0.0527,0.00391,0.0572,0.0518,0.547,112.998,audio_features,1ng4byy7mejezJ08hs4P7R,spotify:track:1ng4byy7mejezJ08hs4P7R,https://api.spotify.com/v1/tracks/1ng4byy7mejezJ08hs4P7R,https://api.spotify.com/v1/audio-analysis/1ng4byy7mejezJ08hs4P7R,413839,4
0.875,0.374,11,-17.522,0,0.0516,0.0132,0.117,0.0394,0.661,113.002,audio_features,710qLZ4WOxBj7ZaVbVJtkh,spotify:track:710qLZ4WOxBj7ZaVbVJtkh,https://api.spotify.com/v1/tracks/710qLZ4WOxBj7ZaVbVJtkh,https://api.spotify.com/v1/audio-analysis/710qLZ4WOxBj7ZaVbVJtkh,450326,4
0.867,0.783,4,-3.687,1,0.0522,0.0332,3.96e-05,0.0196,0.577,113.013,audio_features,6OGNF7mro80pMi5q1HhylS,spotify:track:6OGNF7mro80pMi5q1HhylS,https://api.spotify.com/v1/tracks/6OGNF7mro80pMi5q1HhylS,https://api.spotify.com/v1/audio-analysis/6OGNF7mro80pMi5q1HhylS,390874,4
0.785,0.471,1,-12.497,1,0.0468,0.0133,0.688,0.119,0.497,112.991,audio_features,4J1H4EuucGhhYfcPpYCBRr,spotify:track:4J1H4EuucGhhYfcPpYCBRr,https://api.spotify.com/v1/tracks/4J1H4EuucGhhYfcPpYCBRr,https://api.spotify.com/v1/audio-analysis/4J1H4EuucGhhYfcPpYCBRr,492617,4
0.765,0.453,8,-9.63,1,0.059,0.00824,0.0651,0.0641,0.622,112.015,audio_features,1eOOCRtXcPwK8qG8VjtczJ,spotify:track:1eOOCRtXcPwK8qG8VjtczJ,https://api.spotify.com/v1/tracks/1eOOCRtXcPwK8qG8VjtczJ,https://api.spotify.com/v1/audio-analysis/1eOOCRtXcPwK8qG8VjtczJ,306909,4
0.833,0.688,6,-4.581,0,0.197,0.00211,0.0,0.719,0.375,145.03,audio_features,28xOPIPw0joNPwYd0asIT5,spotify:track:28xOPIPw0joNPwYd0asIT5,https://api.spotify.com/v1/tracks/28xOPIPw0joNPwYd0asIT5,https://api.spotify.com/v1/audio-analysis/28xOPIPw0joNPwYd0asIT5,210173,4
0.645,0.663,5,-8.305,1,0.0447,0.0657,3.18e-05,0.0751,0.287,115.83,audio_features,51ZQ1vr10ffzbwIjDCwqm4,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/tracks/51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/audio-analysis/51ZQ1vr10ffzbwIjDCwqm4,228639,4
0.89,0.629,5,-8.598,0,0.0537,0.0316,0.00417,0.0775,0.237,112.007,audio_features,48lcmlbwm4VHcOfXqWlVbx,spotify:track:48lcmlbwm4VHcOfXqWlVbx,https://api.spotify.com/v1/tracks/48lcmlbwm4VHcOfXqWlVbx,https://api.spotify.com/v1/audio-analysis/48lcmlbwm4VHcOfXqWlVbx,368666,4
0.557,0.704,6,-5.641,0,0.39,0.0595,0.0,0.676,0.378,179.494,audio_features,3Vg7nPYlOrCkcV1abKbRQ1,spotify:track:3Vg7nPYlOrCkcV1abKbRQ1,https://api.spotify.com/v1/tracks/3Vg7nPYlOrCkcV1abKbRQ1,https://api.spotify.com/v1/audio-analysis/3Vg7nPYlOrCkcV1abKbRQ1,226947,3
0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,audio_features,17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,210689,3
0.754,0.673,9,-6.341,1,0.131,0.0842,8.59e-05,0.0841,0.112,147.02,audio_features,72qABvaqn3TP6drO2tByA6,spotify:track:72qABvaqn3TP6drO2tByA6,https://api.spotify.com/v1/tracks/72qABvaqn3TP6drO2tByA6,https://api.spotify.com/v1/audio-analysis/72qABvaqn3TP6drO2tByA6,182840,4
0.46,0.627,1,-7.002,1,0.121,0.0231,0.0016,0.224,0.396,157.318,audio_features,5lpeQDudD4Dns3m3UjFx0y,spotify:track:5lpeQDudD4Dns3m3UjFx0y,https://api.spotify.com/v1/tracks/5lpeQDudD4Dns3m3UjFx0y,https://api.spotify.com/v1/audio-analysis/5lpeQDudD4Dns3m3UjFx0y,201111,5
0.878,0.722,9,-6.917,1,0.0473,0.366,0.00311,0.141,0.57,117.967,audio_features,1IMRi5UVOV77PsAgdWDvzh,spotify:track:1IMRi5UVOV77PsAgdWDvzh,https://api.spotify.com/v1/tracks/1IMRi5UVOV77PsAgdWDvzh,https://api.spotify.com/v1/audio-analysis/1IMRi5UVOV77PsAgdWDvzh,136133,4
0.851,0.647,9,-6.336,1,0.171,0.00147,0.00251,0.498,0.318,126.016,audio_features,4XF9fk0STp9hx8xn5Suwpz,spotify:track:4XF9fk0STp9hx8xn5Suwpz,https://api.spotify.com/v1/tracks/4XF9fk0STp9hx8xn5Suwpz,https://api.spotify.com/v1/audio-analysis/4XF9fk0STp9hx8xn5Suwpz,233027,4
0.91,0.902,0,-6.693,0,0.0465,0.0471,0.000517,0.0881,0.903,111.998,audio_features,38yfPQYoGWFJtn3NLBqTB0,spotify:track:38yfPQYoGWFJtn3NLBqTB0,https://api.spotify.com/v1/tracks/38yfPQYoGWFJtn3NLBqTB0,https://api.spotify.com/v1/audio-analysis/38yfPQYoGWFJtn3NLBqTB0,411429,4
0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,audio_features,3qhlB30KknSejmIvZZLjOD,spotify:track:3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD,159246,4
0.761,0.933,10,-5.38,1,0.056,0.0908,8.53e-05,0.0607,0.836,122.959,audio_features,4Y7XAxTANhu3lmnLAzhWJW,spotify:track:4Y7XAxTANhu3lmnLAzhWJW,https://api.spotify.com/v1/tracks/4Y7XAxTANhu3lmnLAzhWJW,https://api.spotify.com/v1/audio-analysis/4Y7XAxTANhu3lmnLAzhWJW,236200,4
0.825,0.872,8,-4.441,1,0.0311,0.173,2.28e-05,0.103,0.977,129.982,audio_features,2dK99lWPkBVwNen6gK1AtI,spotify:track:2dK99lWPkBVwNen6gK1AtI,https://api.spotify.com/v1/tracks/2dK99lWPkBVwNen6gK1AtI,https://api.spotify.com/v1/audio-analysis/2dK99lWPkBVwNen6gK1AtI,170809,4
0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,audio_features,5w9c2J52mkdntKOmRLeM2m,spotify:track:5w9c2J52mkdntKOmRLeM2m,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m,https://api.spotify.com/v1/audio-analysis/5w9c2J52mkdntKOmRLeM2m,193227,4
0.548,0.704,11,-4.838,0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,audio_features,7COfe3P7KgfwDwIRB8LIDw,spotify:track:7COfe3P7KgfwDwIRB8LIDw,https://api.spotify.com/v1/tracks/7COfe3P7KgfwDwIRB8LIDw,https://api.spotify.com/v1/audio-analysis/7COfe3P7KgfwDwIRB8LIDw,185040,4
0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4
0.72,0.88,9,-2.834,1,0.101,0.0562,0.06,0.153,0.463,180.011,audio_features,05WVKTdZhlIMX4qqMLuo0f,spotify:track:05WVKTdZhlIMX4qqMLuo0f,https://api.spotify.com/v1/tracks/05WVKTdZhlIMX4qqMLuo0f,https://api.spotify.com/v1/audio-analysis/05WVKTdZhlIMX4qqMLuo0f,197333,4
0.837,0.636,10,-4.206,0,0.0521,0.239,0.0,0.0683,0.857,129.891,audio_features,0oQCRjrWGvkqkdf82UlXI3,spotify:track:0oQCRjrWGvkqkdf82UlXI3,https://api.spotify.com/v1/tracks/0oQCRjrWGvkqkdf82UlXI3,https://api.spotify.com/v1/audio-analysis/0oQCRjrWGvkqkdf82UlXI3,127385,4
0.893,0.823,5,-3.708,0,0.122,0.0722,0.0,0.0515,0.901,128.011,audio_features,5qiIxojpo8YTFgOOcDuOaB,spotify:track:5qiIxojpo8YTFgOOcDuOaB,https://api.spotify.com/v1/tracks/5qiIxojpo8YTFgOOcDuOaB,https://api.spotify.com/v1/audio-analysis/5qiIxojpo8YTFgOOcDuOaB,245467,4
0.611,0.757,6,-3.546,1,0.03,0.00257,0.0,0.058,0.279,126.963,audio_features,3bK1zVFBKIzYjmptmI4NsJ,spotify:track:3bK1zVFBKIzYjmptmI4NsJ,https://api.spotify.com/v1/tracks/3bK1zVFBKIzYjmptmI4NsJ,https://api.spotify.com/v1/audio-analysis/3bK1zVFBKIzYjmptmI4NsJ,155905,4
0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,audio_features,5YUyW9opqNsMSEzzecZih1,spotify:track:5YUyW9opqNsMSEzzecZih1,https://api.spotify.com/v1/tracks/5YUyW9opqNsMSEzzecZih1,https://api.spotify.com/v1/audio-analysis/5YUyW9opqNsMSEzzecZih1,172854,4
0.713,0.836,6,-4.758,0,0.126,0.0133,0.0,0.237,0.683,129.989,audio_features,22bZVqJfATps2ETj7017Ms,spotify:track:22bZVqJfATps2ETj7017Ms,https://api.spotify.com/v1/tracks/22bZVqJfATps2ETj7017Ms,https://api.spotify.com/v1/audio-analysis/22bZVqJfATps2ETj7017Ms,154376,4
0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,audio_features,4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W,https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W,252307,4
0.919,0.953,9,-2.62,0,0.0443,0.47,2.38e-06,0.113,0.874,133.515,audio_features,1CtcgU1q0BgJN4Aottdscu,spotify:track:1CtcgU1q0BgJN4Aottdscu,https://api.spotify.com/v1/tracks/1CtcgU1q0BgJN4Aottdscu,https://api.spotify.com/v1/audio-analysis/1CtcgU1q0BgJN4Aottdscu,125108,4
